,Top10,appid
201,"['appid', 'adventure', 'action', 'third_person', 'singleplayer', 'shooter', 'third_person_shooter', 'exploration', 'driving', 'fps']",7000
202,"['appid', 'action', 'fps', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7010
203,"['appid', 'action', 'third_person_shooter', 'third_person', 'shooter', 'multiplayer', 'great_soundtrack', 'funny', 'dark_fantasy', 'free_to_play']",7020
204,"['appid', 'rpg', 'fantasy', 'story_rich', 'third_person', 'singleplayer', 'action', 'great_soundtrack', 'choices_matter', 'adventure']",7110
205,"['appid', 'racing', 'multiplayer', 'singleplayer', 'competitive', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7200
206,"['appid', 'adventure', 'singleplayer', 'comedy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7210
207,"['appid', 'adventure', 'comedy', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7220
208,"['appid', 'rpg', 'action', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",7260
209,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",7340
210,"['appid', 'action', 'rpg', 'adventure', 'singleplayer', 'fantasy', 'third_person', 'great_soundtrack', 'heist', 'funny']",7510
211,"['appid', 'rpg', 'open_world', 'fantasy', 'third_person', 'exploration', 'singleplayer', 'multiplayer', 'co_op', 'adventure']",7520
212,"['appid', 'strategy', 'fantasy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",7530
213,"['appid', 'strategy', 'simulation', 'singleplayer', 'multiplayer', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7600
214,"['appid', 'strategy', 'simulation', 'singleplayer', 'crime', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",7610
215,"['appid', 'strategy', 'simulation', 'singleplayer', 'crime', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",7620
216,"['appid', 'strategy', 'tactical', 'singleplayer', 'horror', 'atmospheric', 'building', 'heist', 'great_soundtrack', 'funny']",7650
217,"['appid', 'strategy', 'tactical', 'singleplayer', 'post_apocalyptic', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7660
218,"['appid', 'fps', 'atmospheric', 'action', 'story_rich', 'singleplayer', 'horror', 'first_person', 'shooter', 'rpg']",7670
219,"['appid', 'strategy', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",7730
220,"['appid', 'strategy', 'tactical', 'singleplayer', 'simulation', 'atmospheric', 'fantasy', 'driving', 'exploration', 'fps']",7760
221,"['appid', 'strategy', 'action', 'shooter', 'third_person_shooter', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7770
222,"['appid', 'strategy', 'tactical', 'multiplayer', 'military', 'war', 'moddable', 'action', 'co_op', 'simulation']",7830
223,"['appid', 'racing', 'action', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",7840
224,"['appid', 'action', 'fps', 'horror', 'zombies', 'shooter', 'first_person', 'atmospheric', 'exploration', 'moba']",7860
225,"['appid', 'fps', 'action', 'multiplayer', 'shooter', 'first_person', 'singleplayer', 'military', 'war', 'pvp']",7940
226,"['appid', 'action', 'adventure', 'third_person', 'singleplayer', 'dinosaurs', 'third_person_shooter', 'shooter', 'exploration', 'multiplayer']",8000
227,"['appid', 'action', 'third_person_shooter', 'crime', 'shooter', 'co_op', 'third_person', 'story_rich', 'atmospheric', 'heist']",8080
228,"['appid', 'action', 'fps', 'singleplayer', 'co_op', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",8100
229,"['appid', 'adventure', 'action', 'third_person', 'singleplayer', 'shooter', 'exploration', 'third_person_shooter', 'atmospheric', 'open_world']",8140
230,"['appid', 'strategy', 'action', 'simulation', 'multiplayer', 'military', 'singleplayer', 'open_world', 'team_based', 'crime']",8170
231,"['appid', 'open_world', 'action', 'sandbox', 'third_person', 'multiplayer', 'adventure', 'third_person_shooter', 'shooter', 'singleplayer']",8190
232,"['appid', 'adventure', 'comedy', 'funny', 'action', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack']",8200
233,"['appid', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",8210
234,"['appid', 'adventure', 'action', 'comedy', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",8220
235,"['appid', 'adventure', 'action', 'comedy', 'free_to_play', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack']",8230
236,"['appid', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",8240
237,"['appid', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",8250
238,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8260
239,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8270
240,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8280
241,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8290
242,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8300
243,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8310
244,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8320
245,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",8330
246,"['appid', 'adventure', 'comedy', 'funny', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'free_to_play']",8340
247,"['appid', 'singleplayer', '2d', 'shooter', 'action', 'great_soundtrack', 'dinosaurs', 'horror', 'heist', 'funny']",8400
248,"['appid', 'sandbox', 'open_world', 'rpg', 'pvp', 'multiplayer', 'free_to_play', 'strategy', 'action', 'simulation']",8500
249,"['appid', 'racing', 'simulation', 'driving', 'multiplayer', 'singleplayer', '2d', 'dark_fantasy', 'heist', 'great_soundtrack']",8600
250,"['appid', 'racing', 'simulation', 'multiplayer', 'singleplayer', 'driving', '2d', 'dark_fantasy', 'heist', 'great_soundtrack']",8790
251,"['appid', 'strategy', 'singleplayer', 'multiplayer', 'moddable', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",8800
252,"['appid', 'fps', 'action', 'singleplayer', 'atmospheric', 'story_rich', 'horror', 'shooter', 'first_person', 'multiplayer']",8850
253,"['appid', 'fps', 'story_rich', 'action', 'singleplayer', 'atmospheric', 'shooter', 'first_person', 'adventure', 'great_soundtrack']",8870
254,"['appid', 'rpg', 'strategy', 'singleplayer', 'multiplayer', 'tactical', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8880
255,"['appid', 'rpg', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",8890
256,"['appid', 'strategy', 'multiplayer', 'singleplayer', 'co_op', 'tactical', 'moddable', 'simulation', 'great_soundtrack', 'funny']",8930
257,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",8970
258,"['appid', 'fps', 'rpg', 'co_op', 'action', 'shooter', 'online_co_op', 'first_person', 'open_world', 'comedy']",8980
259,"['appid', 'action', 'fps', 'shooter', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny']",9000
260,"['appid', 'fps', 'action', 'singleplayer', 'shooter', 'first_person', 'atmospheric', 'multiplayer', 'horror', 'zombies']",9010
261,"['appid', 'action', 'fps', 'shooter', 'first_person', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny']",9030
262,"['appid', 'action', 'fps', 'shooter', 'first_person', 'horror', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny']",9040
263,"['appid', 'horror', 'fps', 'action', 'first_person', 'shooter', 'singleplayer', 'atmospheric', 'zombies', 'moddable']",9050
264,"['appid', 'action', 'fps', 'fantasy', 'first_person', 'dark_fantasy', 'shooter', 'singleplayer', 'rpg', 'heist']",9060
265,"['appid', 'action', 'fps', 'shooter', 'first_person', 'singleplayer', 'zombies', 'moddable', 'great_soundtrack', 'horror']",9160
266,"['appid', 'action', '2d', 'singleplayer', 'adventure', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",9180
267,"['appid', 'fps', 'post_apocalyptic', 'action', 'open_world', 'shooter', 'singleplayer', 'racing', 'first_person', 'co_op']",9200
268,"['appid', 'strategy', 'singleplayer', 'multiplayer', 'tactical', 'action', 'war', 'funny', 'free_to_play', 'dark_fantasy']",9310
269,"['appid', 'strategy', 'action', 'multiplayer', 'singleplayer', 'military', 'tactical', 'war', 'co_op', 'team_based']",9340
270,"['appid', 'strategy', 'multiplayer', 'co_op', 'singleplayer', 'action', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",9350
271,"['appid', 'strategy', 'multiplayer', 'singleplayer', 'co_op', 'moddable', 'competitive', 'action', 'online_co_op', 'adventure']",9420
272,"['appid', 'strategy', 'multiplayer', 'singleplayer', 'action', 'atmospheric', 'great_soundtrack', 'adventure', 'moddable', 'driving']",9450
273,"['appid', 'action', 'fps', 'shooter', 'singleplayer', 'co_op', 'multiplayer', 'military', 'open_world', 'first_person']",9460
274,"['appid', 'open_world', 'action', 'sandbox', 'third_person_shooter', 'comedy', 'co_op', 'third_person', 'singleplayer', 'crime']",9480
275,"['appid', 'physics', '2d', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",9500
276,"['appid', 'action', 'strategy', 'tactical', 'co_op', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",9710
277,"['appid', 'action', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",9760
278,"['appid', 'action', 'adventure', 'singleplayer', 'open_world', 'third_person', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",9800
279,"['appid', 'strategy', 'simulation', 'war', 'multiplayer', 'singleplayer', 'great_soundtrack', 'atmospheric', 'tactical', 'funny']",9850
280,"['appid', 'free_to_play', 'rpg', 'open_world', 'action', 'multiplayer', 'third_person', 'co_op', 'adventure', 'singleplayer']",9880
281,"['appid', 'free_to_play', 'rpg', 'open_world', 'action', 'multiplayer', 'third_person', 'adventure', 'singleplayer', 'pvp']",9900
282,"['appid', 'action', 'adventure', 'singleplayer', 'fantasy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",9940
283,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",9960
284,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",9970
285,"['appid', 'exploration', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",9980
286,"['appid', 'zombies', 'fps', 'action', 'multiplayer', 'shooter', 'co_op', 'moddable', 'first_person', 'singleplayer']",10090
287,"['appid', 'adventure', 'fantasy', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",10100
288,"['appid', 'adventure', 'comedy', 'pixel_graphics', 'third_person', 'singleplayer', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",10110
289,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",10120
290,"['appid', 'action', 'fps', 'first_person', 'shooter', 'atmospheric', 'singleplayer', 'multiplayer', 'dinosaurs', 'heist']",10130
291,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",10140
292,"['appid', 'action', 'open_world', 'adventure', 'third_person', 'singleplayer', 'zombies', 'sandbox', 'story_rich', 'rpg']",10150
293,"['appid', 'action', 'fps', 'multiplayer', 'shooter', 'first_person', 'singleplayer', 'war', 'co_op', 'military']",10180
294,"['appid', 'action', 'open_world', 'funny', 'third_person_shooter', 'third_person', 'shooter', 'comedy', 'singleplayer', 'mature']",10220
295,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",10230
296,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",10240
297,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",10250
298,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",10260
299,"['appid', 'rpg', 'strategy', 'fantasy', 'dark_fantasy', 'singleplayer', 'multiplayer', 'atmospheric', 'heist', 'great_soundtrack']",10270
300,"['appid', 'action', 'third_person_shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",10460
301,"['appid', 'strategy', 'military', 'war', 'tactical', 'multiplayer', 'singleplayer', 'great_soundtrack', 'action', 'atmospheric']",10500
302,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",10520
303,"['appid', 'action', 'fps', 'multiplayer', 'horror', 'shooter', 'singleplayer', 'first_person', 'survival', 'atmospheric']",10680
304,"['appid', 'racing', 'free_to_play', 'multiplayer', 'singleplayer', 'simulation', 'competitive', 'action', 'sandbox', 'adventure']",11020
305,"['appid', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11040
306,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11050
307,"['appid', 'adventure', 'first_person', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",11130
308,"['appid', 'adventure', 'first_person', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",11140
309,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11150
310,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11180
311,"['appid', 'adventure', 'rpg', 'singleplayer', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11190
312,"['appid', 'action', 'shooter', 'co_op', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",11200
313,"['appid', 'racing', 'multiplayer', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",11230
314,"['appid', 'action', 'fps', 'trading', 'strategy', 'first_person', 'shooter', 'dark_fantasy', 'heist', 'great_soundtrack']",11240
315,"['appid', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11250
316,"['appid', 'simulation', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11260
317,"['appid', 'action', 'multiplayer', 'fps', 'great_soundtrack', 'shooter', 'first_person', 'dinosaurs', 'horror', 'heist']",11280
318,"['appid', 'physics', 'singleplayer', 'strategy', 'atmospheric', 'great_soundtrack', 'dark_fantasy', 'heist', 'funny', 'free_to_play']",11330
319,"['appid', 'action', 'shooter', 'horror', 'zombies', 'rpg', 'singleplayer', '2d', 'adventure', 'atmospheric']",11340
320,"['appid', 'physics', 'singleplayer', '2d', 'great_soundtrack', 'atmospheric', 'dinosaurs', 'horror', 'heist', 'funny']",11360
321,"['appid', 'rpg', 'third_person', 'action', 'fantasy', 'comedy', 'adventure', 'funny', 'singleplayer', 'strategy']",11450
322,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",11480
323,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",11560
324,"['appid', 'simulation', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",11590
325,"['appid', 'free_to_play', 'action', 'rpg', 'fantasy', 'adventure', 'multiplayer', 'open_world', 'heist', 'great_soundtrack']",11610
326,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",11920
327,"['appid', 'open_world', 'action', 'third_person', 'singleplayer', 'crime', 'sandbox', 'driving', 'shooter', 'third_person_shooter']",12100
328,"['appid', 'open_world', 'action', 'great_soundtrack', 'third_person', 'singleplayer', 'crime', 'sandbox', 'atmospheric', 'driving']",12110
329,"['appid', 'open_world', 'action', 'multiplayer', 'crime', 'third_person', 'singleplayer', 'driving', 'shooter', 'sandbox']",12120
330,"['appid', 'action', 'horror', 'singleplayer', 'psychological_horror', 'atmospheric', 'mature', 'great_soundtrack', 'third_person', 'survival']",12130
